id	title	year	venue	language	RQs	relevance	score	decision	reason
xu_generative_2025	Generative {Artificial}	2025	Proceedings of the 2024 3rd {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
xu_generative_2025-1	Generative artifcial intelligence-powered multi-agent paradigm for smart urban mobility: {Opportunities}	2025			RQ1,RQ3	Media	2.0	Include	Confianza/percepción y XAI/calibración
xu_geo-llava_2024	Geo-{LLaVA}	2024	Proceedings of the 2nd {Workshop}		RQ4	Baja	1.0	Include	Métricas/metodologías
xu_grasp_2024	{GRASP}	2024	2024 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
xu_hlsrewriter_2025	{HLSRewriter}	2025	ACM Trans. Des. Autom. Electron. Syst.		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
xu_knowledge_2024	Knowledge {Graph}	2024	{CEUR}		-	Excluir	0.0	Exclude	Fuera de alcance
xu_large_2024	Large {Multi}	2024	IEEE Network		RQ4	Baja	1.0	Include	Métricas/metodologías
xu_large_2025	Large {Language}	2025	Proceedings of the 2025 9th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
xu_large_2025-1	Large {Language}	2025	ACM Trans. Softw. Eng. Methodol.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
xu_list-aware_2024	List-aware {Reranking}	2024	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
xu_logprobs_2025	Logprobs {Know}	2025	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
xu_mantra_2025	Mantra: {Enhancing}	2025	arXiv preprint arXiv:2503.14340		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
xu_muarf_2025	{MUARF}	2025	Proceedings of the {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
xu_muralagent_2025	{MuralAgent}	2025	ACM Trans. Multimedia Comput. Commun. Appl.		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
xu_p-rag_2024	P-{RAG}	2024	Proceedings of the 32nd {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
xu_rallrec_2025	{RALLRec}	2025	Companion {Proceedings}		RQ4	Baja	1.0	Include	Métricas/metodologías
xu_reimagining_2025	Reimagining {Digital}	2025	Proc. ACM Hum.-Comput. Interact.		RQ4	Baja	1.0	Include	Métricas/metodologías
xu_research_2024	Research on the {Construction}	2024	2024 7th {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
xu_retrieval-augmented_2024	Retrieval-augmented generation with knowledge graphs for customer service question answering	2024	Proceedings of the 47th …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
xu_rlg-rag_2025	{RLG}	2025	Companion {Proceedings}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
xu_search---chain_2024	Search-in-the-{Chain}	2024	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
xu_tapping_2025	Tapping the {Potential}	2025	ACM Trans. Knowl. Discov. Data		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
xu_towards_2024	Towards {Seamless}	2024	Proceedings of the 33rd {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
xu_using_2025	Using {Clinical}	2025	{CEUR}		-	Excluir	0.0	Exclude	Fuera de alcance
xuan_assessing_2024	Assessing the {Potential}	2024	Proceedings of the {First}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
xue_badrag_2024	Badrag: {Identifying}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
xue_demonstration_2024	Demonstration of {DB}	2024	Proc. VLDB Endow.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
xue_enhanced_2024	Enhanced multimodal rag-llm for accurate visual question answering	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yadav_aeroquery_2024	{AeroQuery}	2024	2024 {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
yadav_aeroquery_2024-1	Aeroquery rag and llm for aerospace query in designs	2024	2024 IEEE International Conference on Electronics …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yadav_enhancing_2024	Enhancing {Response}	2024	2024 {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yahia_empathetic_2025	Empathetic {AI}	2025			RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yamakawa_direct_2024	Direct {Backpropagation}	2024	Proceedings of the 2024 9th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yamane_chimera-vdb_2025	Chimera-{VDB}	2025	Proceedings of the 16th {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
yamanishi_tourmllm_2025	{TourMLLM}	2025	Proceedings of the 2025 {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yamin_applications_2024	Applications of llms for generating cyber security exercise scenarios	2024	IEEE Access		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yan_assertllm_2025	{AssertLLM}	2025	Proceedings of the 30th {Asia}		RQ4	Baja	1.0	Include	Métricas/metodologías
yan_challenges_2025	Challenges in {C}	2025	Proceedings of the 1st {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
yan_corrective_2024	Corrective retrieval augmented generation	2024	openreview.net		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yan_efficient_2024	Efficient {Mixture}	2024	Proceedings of the 30th {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yan_generative_2024	Generative {Artificial}	2024	Proceedings of the 14th {Learning}		RQ4	Baja	1.0	Include	Métricas/metodologías
yan_multimodal_2025	Multimodal {Medical}	2025	Journal of Advances in Information Technology		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yan_pdgpt_2024	{PDGPT}	2024	Materials Genome …		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
yan_understanding_2025	Understanding and {Detecting}	2025	Proceedings of the {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yan_when_2025	When {Graph}	2025	Proceedings of the 31st {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_addrllm_2025	{AddrLLM}	2025	Proceedings of the 31st …		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_agrigpt_2025	Agrigpt: {A}	2025	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yang_apicoder_2025	{APICoder}	2025	2025 {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_aqua_2024			Proceedings of the 2024 {CHI}		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_autoverus_2025	{AutoVerus}	2025	Proc. ACM Program. Lang.		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yang_bee_2025	{BEE}	2025	Proceedings of the 25th {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_boosting_2025	Boosting {E}	2025	Proceedings of the 31st {ACM}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yang_cascadercg_2025	{CascadeRCG}	2025	Companion {Proceedings}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yang_chain--summary_2025	Chain-of-{Summary}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yang_cold-start_2025	Cold-{Start}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_crag-comprehensive_2024	Crag-comprehensive rag benchmark	2024	Advances in …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yang_debugging_2024	Debugging with an {AI}	2024	Proceedings of the 2024 {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_design_2025	Design {Activity}	2025	Proceedings of the 7th {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_drhouse_2024	{DrHouse}	2024	Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yang_ecosmartguide_2024	{EcoSmartGuide}	2024	2024 {IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yang_enhancing_2025	Enhancing {LLM}	2025	2025 {IEEE}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yang_evaluating_2025	Evaluating {Large}	2025	Proceedings of the 33rd {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yang_evaluation_2024	On the {Evaluation}	2024	Proceedings of the 39th {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_explaingen_2025	{ExplainGen}	2025	Proceedings of the 3rd {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_geometry_2024	The {Geometry}	2024	arXiv preprint arXiv:2407.18044		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yang_graphusion_2025	Graphusion: {A}	2025	Companion {Proceedings}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yang_im-rag_2024	Im-rag: {Multi}	2024	Proceedings of the 47th …		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_implementation_2025	Implementation of {Retrieval}	2025	Smart Media Journal		RQ3	Baja	1.0	Include	XAI/calibración
yang_knighter_2025	{KNighter}	2025	Proceedings of the {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_knowing_2025	Knowing {You}	2025	… of the 48th International ACM SIGIR …		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_knowledge-enhanced_2025	Knowledge-{Enhanced}	2025	Proceedings of the 5th {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yang_knowledge_2024	Knowledge {Graph}	2024	IEEE Data Engineering Bulletin		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yang_multi-agent_2025	A {Multi}	2025	Water Resources Management		RQ3	Baja	1.0	Include	XAI/calibración
yang_multimodal_2025	Multimodal large language model for wheat breeding: a new exploration of smart breeding	2025	ISPRS Journal of …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yang_optimization_2025	Optimization of {RAG}	2025	Proceedings of the 2025 3rd {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_patch_2025	Patch {Generation}	2025	ACM Trans. Softw. Eng. Methodol.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yang_pseudo-knowledge_2025	Pseudo-{Knowledge}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_ragva_2025	{RAGVA}	2025	Journal of Systems and Software		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yang_requirements-based_2025	Requirements-{Based}	2025	ACM Trans. Softw. Eng. Methodol.		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_research_2024	Research and {Practice}	2024	Proceedings of the 2024 {International}		-	Excluir	0.0	Exclude	Fuera de alcance
yang_retrieval-augmented_2024	Retrieval-{Augmented}	2024	Proceedings of the 2023 5th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_review_2025	A review on synergizing knowledge graphs and large language models	2025	Computing		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_shizishangpt_2024	{ShizishanGPT}	2024	… Conference on Web …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yang_socialmind_2025	{SocialMind}	2025	Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yang_timerag_2025	{TimeRAG}	2025	{ICASSP}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yang_timerag_2025-1	Timerag: {Boosting}	2025	ICASSP 2025-2025 IEEE …		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_towards_2025	Towards {Retrieval}	2025	Lecture Notes in Computer Science		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yang_transforming_2025	Transforming hematological research documentation with large language models: an approach to scientific writing and data analysis	2025	Blood research		RQ4	Baja	1.0	Include	Métricas/metodologías
yang_yangqi_2024	yangqi at {SemEval}	2024			RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yao_adapting_2025	Adapting {Large}	2025			RQ4	Baja	1.0	Include	Métricas/metodologías
yao_adaptive_2024	Adaptive {Control}	2024	Electronics (Switzerland)		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yao_ai-powered_2025	{AI}	2025	Applied Sciences (Switzerland)		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yao_assertgpt_2025	{AssertGPT}	2025	2025 25th {Asia}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yao_cacheblend_2025	{CacheBlend}	2025	Proceedings of the …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yao_controlnet_2025	Controlnet: {A}	2025	arXiv preprint arXiv …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yao_elevating_2025	Elevating legal {LLM}	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
yao_hdldebugger_2025	{HDLdebugger}	2025	ACM Trans. Des. Autom. Electron. Syst.		RQ4	Baja	1.0	Include	Métricas/metodologías
yao_lawyer_2024	Lawyer {GPT}	2024	Proceedings of the 2024 3rd {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
yao_news_2024	News {GPT}	2024	Proceedings of the 2024 3rd {International}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yao_readme_2024	{README}	2024			RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yao_rtlrewriter_2025	{RTLRewriter}	2025	Proceedings of the 43rd {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
yazaki_emergency_2025	Emergency patient triage improvement through a retrieval-augmented generation enhanced large-scale language model	2025	Prehospital …		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
ye_boosting_2024	Boosting {Conversational}	2024	Proceedings of the 47th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
ye_gradual_2023	A {Gradual}	2023	Proc. ACM Program. Lang.		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
ye_ihgr-rag_2025	{IHGR}	2025	Electronics (Switzerland)		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
ye_intelligent_2025	Intelligent {Tutoring}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yen_code_2025	Code {Shaping}	2025	Proceedings of the 2025 {CHI}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yen_coladder_2024	{CoLadder}	2024	Proceedings of the 37th {Annual}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yen_memolet_2024					RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yen_search_2025	To {Search}	2025	Proceedings of the 2025 {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yepes_financial_2024	Financial report chunking for effective retrieval augmented generation	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
yi_maem_2025	{MAEM}	2025	{ICASSP}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yildirim_rag-based_2025	A {RAG}	2025	Eurasia {Proceedings}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yilma_telecomrag_2025	Telecomrag: {Taming}	2025	ACM SIGCOMM …		RQ4	Baja	1.0	Include	Métricas/metodologías
yilmaz_grounded_2025	Grounded {Answer}	2025	2025 10th {International}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yin_chathpc_2024	chathpc: {Empowering}	2024	Journal of …		-	Excluir	0.0	Exclude	Fuera de alcance
yin_lies_2024	Lies	2024	Proceedings of the 2024 {CHI}		RQ4	Baja	1.0	Include	Métricas/metodologías
yin_panns_2025	{PANNS}	2025	Proceedings of the 30th {ACM}		-	Excluir	0.0	Exclude	Fuera de alcance
ying_beyond_2025	Beyond words: evaluating large language models in transportation planning	2025	Geo-spatial Information Science		RQ4	Baja	1.0	Include	Métricas/metodologías
yokoyama_aggregating_2024	Aggregating {Impressions}	2024			RQ4	Baja	1.0	Include	Métricas/metodologías
yoon_implementation_2025	Implementation of {Multi}	2025	2025 1st {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
you_navigating_2025	Navigating the {Testing}	2025	Proceedings of the {IEEE}		RQ4	Baja	1.0	Include	Métricas/metodologías
young_gaqr_2024	{GaQR}	2024	Proceedings of the 33rd {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
yu_ba-gpt_2025	{BA}	2025	Lecture Notes in Electrical Engineering		RQ3	Baja	1.0	Include	XAI/calibración
yu_biasnavi_2025	{BiasNavi}	2025	Companion {Proceedings}		RQ4	Baja	1.0	Include	Métricas/metodologías
yu_cashift_2025	{CAShift}	2025	Proc. ACM Softw. Eng.		RQ4	Baja	1.0	Include	Métricas/metodologías
yu_cxxcrafter_2025	{CXXCrafter}	2025	Proc. ACM Softw. Eng.		RQ4	Baja	1.0	Include	Métricas/metodologías
yu_defense_2024	In defense of rag in the era of long-context language models	2024	arXiv preprint arXiv:2409.01666		RQ4	Baja	1.0	Include	Métricas/metodologías
yu_droidcoder_2024	{DroidCoder}	2024	Proceedings of the 39th {IEEE}		-	Excluir	0.0	Exclude	Fuera de alcance
yu_empowering_2025	Empowering scientific discovery with explainable small domain-specific and large language models	2025	Artificial Intelligence Review		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yu_engineering_2025	Engineering {Critical}	2025			RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
yu_evaluating_2025	Evaluating {ChatGPT}	2025	Journal of Computational Design …		RQ4	Baja	1.0	Include	Métricas/metodologías
yu_evaluation_2024	Evaluation of retrieval-augmented generation: {A}	2024	CCF Conference on Big Data		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yu_ic-cache_2025	{IC}	2025	Proceedings of the {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yu_integrating_2025	Integrating small language models with retrieval-augmented generation in computing education: {Key}	2025	Proceedings of the 56th ACM …		RQ4	Baja	1.0	Include	Métricas/metodologías
yu_large-language_2024	Large-language models: {The}	2024	Artificial Intelligence Chemistry		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yu_llm-guided_2025	{LLM}	2025	Proceedings of the {Genetic}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yu_llms_2024	{LLMs}	2024	Findings of the Association for …		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yu_mramg-bench_2025	{MRAMG}	2025	Proceedings of the 48th {International}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yu_multi-source_2024	Multi-source knowledge pruning for retrieval-augmented generation: {A}	2024	arXiv preprint arXiv …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yu_preliminary_2025	A {Preliminary}	2025	Proceedings of the 34th {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
yu_rag-guided_2024	Rag-guided large language models for visual spatial description with adaptive hallucination corrector	2024	Proceedings of the …		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yu_rag-kg-il_2025	Rag-kg-il: {A}	2025	arXiv preprint arXiv:2503.13514		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yu_retrieval_2024	Retrieval {Augmented}	2024	arXiv preprint arXiv:2407.14838		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yu_scrag_2025	{scRAG}	2025	Findings of the …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yu_simulated_2024	Simulated patient systems are intelligent when powered by large language model-based {AI}	2024	arXiv preprint arXiv …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yu_stateful_2025	Stateful {Large}	2025	Proceedings of the {Twentieth}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
yu_survey_2022	A {Survey}	2022	ACM Comput. Surv.		RQ4	Baja	1.0	Include	Métricas/metodologías
yu_textual_2024	Textual {Differential}	2024	2024 IEEE 48th Annual …		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
yu_what_2024	What {Makes}	2024	Proceedings of the 39th {IEEE}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yuan_day_2025	A {Day}	2025	Proceedings of the 2025 {ACM}		RQ4	Baja	1.0	Include	Métricas/metodologías
yuan_designrepair_2025	{DesignRepair}	2025	Proceedings of the {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yuan_hybrid_2024	A hybrid {RAG}	2024	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
yuan_improving_2025	Improving {Workplace}	2025	ACM Trans. Manage. Inf. Syst.		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yuan_kg-uq_2025	{KG}	2025	Companion {Proceedings}		RQ4	Baja	1.0	Include	Métricas/metodologías
yuan_rag-driver_2024	Rag-driver: {Generalisable}	2024	arXiv preprint arXiv …		-	Baja	0.0	Maybe	Fuera de alcance
yuan_scx_2025	{SCX}	2025	Proceedings of the {ACM}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
yue_democratizing_2023	Democratizing financial knowledge with {ChatGPT}	2023	Available at SSRN 4346152		-	Excluir	0.0	Exclude	Fuera de alcance
yue_survey_2025	A survey of large language model agents for question answering	2025	arXiv preprint arXiv:2503.19213		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yun_generative_2025	Generative {AI}	2025	Proceedings of the 2025 {CHI}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yusuf_rag-based_2024	A {RAG}	2024	Authorea Preprints		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
zachariah_multi-model_2025	Multi-{Model}	2025	Companion {Proceedings}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zamani_retrieval-enhanced_2022	Retrieval-{Enhanced}	2022	Proceedings of the 45th {International}		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zarza_optimized_2023	Optimized financial planning: integrating individual and cooperative budgeting models with {LLM}	2023	AI		RQ4	Baja	1.0	Include	Métricas/metodologías
zaslavsky_enhancing_2024	Enhancing spatially-disaggregated simulations with large language models	2024	Proceedings of the 2024 7th {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
zeeshan_llm-based_2025	{LLM}	2025	IEEE Communications Magazine		RQ4	Baja	1.0	Include	Métricas/metodologías
zeeshan_rag_2025	{RAG}	2025	2025 {International}		RQ4	Baja	1.0	Include	Métricas/metodologías
zelin_rare_2024	Rare disease diagnosis using knowledge guided retrieval augmentation for {ChatGPT}	2024	Journal of Biomedical …		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zemicheal_llm_2024	{LLM}	2024	{CEUR}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zeng_cancer_2025	Cancer gene identification through integrating causal prompting large language model with omics data–driven causal inference	2025	Briefings in …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zeng_cite_2025	Cite before you speak: {Enhancing}	2025	arXiv preprint arXiv …		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zeng_combining_2024	Combining {Large}	2024	Proceedings of the 47th {International}		-	Baja	0.0	Maybe	Fuera de alcance
zeng_federated_2024	Federated {Recommendation}	2024	2024 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zeng_federated_2024-1	Federated {Recommendation}	2024	arXiv		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zeng_federated_2024-2	Federated recommendation via hybrid retrieval augmented generation	2024	2024 IEEE International …		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zeng_not_2024	Not {Just}	2024	2024 {IEEE}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zeng_worse_2025	Worse than zero-shot? a fact-checking dataset for evaluating the robustness of rag against misleading retrievals	2025	arXiv preprint arXiv …		RQ4	Baja	1.0	Include	Métricas/metodologías
zerhoudi_personarag_2024	{PersonaRAG}	2024	{CEUR}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zha_m2conceptbase_2024	{M2ConceptBase}	2024	Proceedings of the 33rd {ACM}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zha_mentigo_2025	Mentigo: {An}	2025	Proceedings of the 2025 {CHI}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhai_addressing_2025	Addressing {Past}	2025	Proceedings of the 2024 8th {International}		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhai_confsum_2025	{ConfSum}	2025	Proceedings of the 2nd {Workshop}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhai_information_2025	Information {Retrieval}	2025	Proceedings of the 48th {International}		-	Excluir	0.0	Exclude	Fuera de alcance
zhai_law_2025	Law {GraphRAG}	2025			RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
